sku,brand_sku_code,hob_sku_code,ean_upc,store_view_code,attribute_set_code,product_type,categories,subcatagories,merchandise_categories,product_websites,name,manufacturer,gender,range,formulation,finish,coverage,skin_tone,skin_type,spf,hair_type,scalp_type,variant_type,pack_of,shade,color,size,product_details,description,short_description,how_to_use,key_ingredients,concern,hsn,shelf_life,article_type_sap,mc_code,country_of_origin,manufacture_info,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_image_labels
3000081001,269206,3000081,3.61E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, Classic Man Deodorant Spray-150-ml,Nautica,MALE,,,,,,,,,,,,,,150,,"Classic-Top: Lemon, Lavender,Dewy Green Accord; MID: Freesia,Jasmine,Carnation; Base:Cedarwood,Musk,Amber.",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H10301001,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",399,,,,,,,,/269206/269206_1.jpg,269206_1,/269206/269206_1.jpg,269206_1,/269206/269206_1.jpg,269206_1,/269206/269206_2.jpg,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000082001,2777130,3000082,3.61E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, Voyage Man Sport Deodorant Spray-150-ml,Nautica,MALE,,,,,,,,,,,,,,150,,"Nautica Voyage Sport captures the mind, body and heart it takes to endure and push beyond one’s own limits. The new fragrance speaks to the man with a competitive spirit, who commits to every task. The fragrance is a Fresh Woody Fougere, opening with a Sea Spray Accord and energy coming from Citrus Zest and Coriander. The freshness of the heart is made up of Palm Leaves, Green Peppercorn and Apple. The signature drydown comes from Brazil Wood and Vetiver.",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H10301001,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",399,,,,,,,,/2777130/2777130_1.jpg,2777130_1,/2777130/2777130_1.jpg,2777130_1,/2777130/2777130_1.jpg,2777130_1,/2777130/2777130_2.jpg,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000083001,2277958,3000083,3.61E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, Voyage Man Deodorant Spray-150-ml,Nautica,MALE,,,,,,,,,,,,,,150,,"For a man setting sail on his own heroic journey, capturing his adventurous spirit as he navigates his endeavors with precision and passion. This fragrance is anchored by a rich fusion of dewy moss and refined woody amber.",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H10301001,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",399,,,,,,,,/2277958/2277958_1.jpg,2277958_1,/2277958/2277958_1.jpg,2277958_1,/2277958/2277958_1.jpg,2277958_1,/2277958/2277958_2.jpg,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000084001,2279143,3000084,3.61E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, Sail Deodorant Spray-150-ml,Nautica,MALE,,,,,,,,,,,,,,150,,"Notes of Orange Zest, Bergamot, Blue Cyprus, and Sandalwood make an Aquatic Fougere Woody scent.
Energetic, Enthusiastic, Endless for day and night. Long lasting Aquatic Fougere Woody scent",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H10301001,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",399,,,,,,,,/2279143/2279143_1.jpg,2279143_1,/2279143/2279143_1.jpg,2279143_1,/2279143/2279143_1.jpg,2279143_1,/2279143/2279143_2.JPG,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000085001,250802,3000085,3.41E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Blue Eau de Toilette-100-ml,Nautica,MALE,,,,,,,,,,,,,,100,,"A new adventure for the senses. Anchored by musk and sandalwood, this energetic scent offers hints of basil, pineapple and jasmine, creating a thrilling infusion that captures the energy of the deep blue sea. 1.7 fl oz.
Features
 Olfactory Family - Fougere Aqueous Woody
Top Notes - Basil,Ozone, Bergamot; Heart Notes - Jasmine, Water Lily, Water Violet; Base Notes - Musk, Sandalwood, Cedarwood",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Basil,Ozone, Bergamot; Heart Notes - Jasmine, Water Lily, Water Violet; Base Notes - Musk, Sandalwood, Cedarwood",,33030090,60,ZHOD,H10301003,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",2150,,,,,,,,/250802/250802_1.jpg,250802_1,/250802/250802_1.jpg,250802_1,/250802/250802_1.jpg,250802_1,"/250802/250802_2.jpg,/250802/250802_3.jpg,/250802/250802_4.jpg,/250802/250802_5.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000086001,251053,3000086,3.66E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Classic Man Eau de Toilette-100-ml,Nautica,MALE,,,,,,,,,,,,,,100,,"Nautica Classic EDT for men is for the seafarer in you. Spray on for a taste of salty surf, the tangy scent of the sea and golden sunshine. With citrusy and bergamot top notes, sage and rose heart notes and ambrosia, musk and sandalwood base notes, the fragrance exudes an unmistakable sensual masculinity.
Features
 Olfactory Family - Fougere Aqueous Fruity
Top Notes - Lemon, Lavender, Dewy Green Accrord; Heart Notes - Freesia, Jasmine, Carnation; Base Notes - Cedarwood, Musk, Amber",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Lemon, Lavender, Dewy Green Accrord; Heart Notes - Freesia, Jasmine, Carnation; Base Notes - Cedarwood, Musk, Amber",,33030090,60,ZHOD,H10301003,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",2150,,,,,,,,/251053/251053_1.jpg,251053_1,/251053/251053_1.jpg,251053_1,/251053/251053_1.jpg,251053_1,"/251053/251053_2.jpg,/251053/251053_3.jpg,/251053/251053_4.jpg,/251053/251053_5.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000087001,251061,3000087,31655531908,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Voyage Man Eau de Toilette-100-ml,Nautica,MALE,,,,,,,,,,,,,,100,,"For a man setting sail on his own heroic journey, capturing his adventurous spirit as he navigates his endeavors with precision and passion. This fragrance is anchored by a rich fusion of dewy moss and refined woody amber.
Features
 Olfactory Family - Fresh, Aquatic, Fougere
Top Notes - Green Apple, Green Leaf; Heart Notes - Drenched Mimosa, Sailcloth Accord, Water Lotus; Base Notes - Musk, Woody Ambery, Cedarwood, Musk",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Green Apple, Green Leaf; Heart Notes - Drenched Mimosa, Sailcloth Accord, Water Lotus; Base Notes - Musk, Woody Ambery, Cedarwood, Musk",,33030090,60,ZHOD,H10301003,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",3050,,,,,,,,/251061/251061_1.jpg,251061_1,/251061/251061_1.jpg,251061_1,/251061/251061_1.jpg,251061_1,"/251061/251061_2.jpg,/251061/251061_3.JPG,/251061/251061_4.jpg,/251061/251061_5.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000088001,2264472,3000088,3.61E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Voyage N-83 Eau de Toilette-100-ml,Nautica,MALE,,,,,,,,,,,,,,100,,"For a man setting sail on his own heroic journey, capturing his adventurous spirit as he navigates his endeavors with precision and passion. This fragrance is anchored by a rich fusion of dewy moss and refined woody amber.Fresh Aromatic Woody
Features
 Olfactory Family - Fresh, Aromatic, Woody
Top Notes - Aquaspace Accord,Petit Grain, Spearmint Nanah; Heart Notes - Cardamon, Lavender, Nutmeg; Base Notes - Cedarwood, Sandalwood, Musk",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Aquaspace Accord,Petit Grain, Spearmint Nanah; Heart Notes - Cardamon, Lavender, Nutmeg; Base Notes - Cedarwood, Sandalwood, Musk",,33030090,60,ZHOD,H10301003,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",3050,,,,,,,,/2264472/2264472_1.jpg,2264472_1,/2264472/2264472_1.jpg,2264472_1,/2264472/2264472_1.jpg,2264472_1,"/2264472/2264472_2.jpg,/2264472/2264472_3.png,/2264472/2264472_4.jpg,/2264472/2264472_5.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000089001,2277817,3000089,3.61E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Voyage Sport Eau de Toilette-100-ml,Nautica,MALE,,,,,,,,,,,,,,100,,"Nautica Voyage Sport captures the mind, body and heart it takes to endure and push beyond one’s own limits. The new fragrance speaks to the man with a competitive spirit, who commits to every task. The fragrance is a Fresh Woody Fougere, opening with a Sea Spray Accord and energy coming from Citrus Zest and Coriander. The freshness of the heart is made up of Palm Leaves, Green Peppercorn and Apple. The signature drydown comes from Brazil Wood and Vetiver.
Features
 Olfactory Family - Fresh, Woody, Fougere
Top Notes - Sea Salt, Coriander,Citrus Zest; Heart Notes - Geranium,Green Peppercorn, Apple; Base Notes - Brazil Wood,Patchouli,Vetiver",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Sea Salt, Coriander,Citrus Zest; Heart Notes - Geranium,Green Peppercorn, Apple; Base Notes - Brazil Wood,Patchouli,Vetiver",,33030090,60,ZHOD,H10301003,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",3050,,,,,,,,/2277817/2277817_1.jpg,2277817_1,/2277817/2277817_1.jpg,2277817_1,/2277817/2277817_1.jpg,2277817_1,"/2277817/2277817_2.jpg,/2277817/2277817_3.jpg,/2277817/2277817_4.jpg,/2277817/2277817_5.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000090001,2279136,3000090,3.66E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Blue Sail M Eau de Toilette-50-ml,Nautica,MALE,,,,,,,,,,,,,,50,,"NAUTICA BLUE SAIL is the ultimate fragrance that motivates and intrigues. This fresh aquatic fragrance is perfect for an outgoing man- from sun rise to sun down. A crisp and inviting scent characterized by fresh citrus- Orange Zest and Bergamot. Blended with the uplifting Blue Cypress and sweetness from the Juniper Berry, the heart of the fragrance is modern and sophisticated. The Fragrance drydown is made up of sensual Sandalwood and smooth Vetiver rounding out an impactful and enticing fragrance
Features
 Olfactory Family - Fresh Aquatic
Top Notes - Cool Green Leaf And Fresh-Cut Apple; Heart Notes - Deep Aquatic And Sail Cloth; Base Notes - Dewy Moss, Musk And Woody Amber",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Cool Green Leaf And Fresh-Cut Apple; Heart Notes - Deep Aquatic And Sail Cloth; Base Notes - Dewy Moss, Musk And Woody Amber",,33030090,60,ZHOD,H10301003,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",1650,,,,,,,,/2279136/2279136_1.jpg,2279136_1,/2279136/2279136_1.jpg,2279136_1,/2279136/2279136_1.jpg,2279136_1,"/2279136/2279136_2.jpg,/2279136/2279136_3.jpg,/2279136/2279136_4.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000091001,2279137,3000091,3.61E+12,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Blue Sail Eau de Toilette-100-ml,Nautica,MALE,,,,,,,,,,,,,,100,,"NAUTICA BLUE SAIL is the ultimate fragrance that motivates and intrigues. This fresh aquatic fragrance is perfect for an outgoing man- from sun rise to sun down. A crisp and inviting scent characterized by fresh citrus- Orange Zest and Bergamot. Blended with the uplifting Blue Cypress and sweetness from the Juniper Berry, the heart of the fragrance is modern and sophisticated. The Fragrance drydown is made up of sensual Sandalwood and smooth Vetiver rounding out an impactful and enticing fragrance
Features
 Olfactory Family - Fresh Aquatic
Top Notes - Cool Green Leaf And Fresh-Cut Apple; Heart Notes - Deep Aquatic And Sail Cloth; Base Notes - Dewy Moss, Musk And Woody Amber",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Cool Green Leaf And Fresh-Cut Apple; Heart Notes - Deep Aquatic And Sail Cloth; Base Notes - Dewy Moss, Musk And Woody Amber",,33030090,60,ZHOD,H10301003,France,"Coty,14 Rue Du 4 Septembre, 750002 Paris, France",,1,,"Catalog, Search",2450,,,,,,,,/2279137/2279137_1.jpg,2279137_1,/2279137/2279137_1.jpg,2279137_1,/2279137/2279137_1.jpg,2279137_1,"/2279137/2279137_2.jpg,/2279137/2279137_3.jpg,/2279137/2279137_4.jpg,/2279137/2279137_5.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000092001,273164,3000092,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, Light Blue Deodorant Spray-200-ml,Police,MALE,,,,,,,,,,,,,,200,,"Top notes provide a dynamic opening created of yuzu and green apple sprinkled with tart pepper. The heart blends spicy flavors of nutmeg and cardamom with irresistible orange blossom while the base provides contrast to masculine aromas of blue cedar with warm tobacco-balmy accords of tonka, creamy vanilla and musk in drydown.",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H10301001,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",299,,,,,,,,/273164/273164_1.jpg,273164_1,/273164/273164_1.jpg,273164_1,/273164/273164_1.jpg,273164_1,/273164/273164_2.jpg,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000093001,383162,3000093,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, Contemporary Deodorant Spray-200-ml,Police,MALE,,,,,,,,,,,,,,200,,"White, currently a trendy color in fashion and lifestyle, is associated perfectly with a fragrance having a unique allure,at the same time stylish and detached, that is a perfect match for everyday's life. 
Citrus opening of fresh bergamot enhanced by luminous green and fruity touches; floral bouquet in the heart built around the everlasting refinement of lavender flowers. Precious woody base enriched by warm amber and sensual musk. Olfactory Family: Woody - Aromatic - Ambery",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H10301001,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",299,,,,,,,,/383162/383162.jpg,383162,/383162/383162.jpg,383162,/383162/383162.jpg,383162,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000094001,673164,3000094,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, Millionaire Homme Deodorant Spray-200-ml,Police,MALE,,,,,,,,,,,,,,200,,"As for compositions, we can guess a dose of adventure accompanying flacon design. Black pepper dictates characteristic spicy accords in the beginning refreshed with cold and luminous grapefruit. A fresh wave of violet leaves gives a fine, elegant note to the new Police edition. A base of the composition incorporates woody notes of cedar and patchouli along with a fine trail of white amber.",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H10301001,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",299,,,,,,,,/673164/673164_1.jpg,673164_1,/673164/673164_1.jpg,673164_1,/673164/673164_1.jpg,673164_1,/673164/673164_2.jpg,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000095001,693162,3000095,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, Wings Titanium Deodorant Spray-200-ml,Police,MALE,,,,,,,,,,,,,,200,,"The composition lines scents of luminous citruses and juicy fruit, floral notes, spices and fine aromatic herbs resting on a base of vetiver, cedar, musk, vanilla and labdanum.",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H10301001,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",299,,,,,,,,/693162/693162_1.jpg,693162_1,/693162/693162_1.jpg,693162_1,/693162/693162_1.jpg,693162_1,/693162/693162_2.jpg,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000096001,603162,3000096,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, To Be Man Deodorant Spray-200-ml,Police,MALE,,,,,,,,,,,,,,200,,"SPICY, FRUITY, WOODY 
The essence of To Be masterly represents the masculine power and the contrasting elements of life. The virile elegance of black pepper is softened by the fruity notes of grapefruit and the freshness of violet. The heart is expressed by a luminous accord of apple flowers and it ends in a comfortable base note of cedar wood, patchouli, and white amber.",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H10301001,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",299,,,,,,,,/603162/603162_1.jpg,603162_1,/603162/603162_1.jpg,603162_1,/603162/603162_1.jpg,603162_1,/603162/603162_2.jpg,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000097001,613162,3000097,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,DEODORANT,base, To Be  Deodorant Spray-200-ml,Police,FEMALE,,,,,,,,,,,,,,200,,"FLORAL, FRUITY, MUSKY. The fragrance opens with fresh and sparkling notes, a delicate mixture of the fruity and fizzy notes of tangerine and lime, coupled with the juicy Granny Smith. The heart note reveals the femininity, a little coquettish, typical of the delicate and sensual white flowers, coupled with sweet notes. The persistent and vibrant base note is made from noble and warm woods, softened by musk, which give roundness to this fascinating and enchanting fragrance. ",,Spray on pulse points: behind the ears and on your wrists.,,,33072000,60,ZHOD,H30103003,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",299,,,,,,,,/613162/613162_1.jpg,613162_1,/613162/613162_1.jpg,613162_1,/613162/613162_1.jpg,613162_1,/613162/613162_2.jpg,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000098001,601121,3000098,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, To Be Man Eau de Toilette-125-ml,Police,MALE,,,,,,,,,,,,,,125,,"SPICY, FRUITY, WOODY 
The essence of To Be masterly represents the masculine power and the contrasting elements of life. The virile elegance of black pepper is softened by the fruity notes of grapefruit and the freshness of violet. The heart is expressed by a luminous accord of apple flowers and it ends in a comfortable base note of cedar wood, patchouli, and white amber.
Features
 Olfactory Family - Floriental Spicy
Top Notes - Juicy Grapefruit, Violet Leaves, Black Pepper; Heart Notes - Apple Blossom, Geranium, Cedarwood; Base Notes - Cashmere Wood, Dark Patchouli, Baltic White Amber",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Juicy Grapefruit, Violet Leaves, Black Pepper; Heart Notes - Apple Blossom, Geranium, Cedarwood; Base Notes - Cashmere Wood, Dark Patchouli, Baltic White Amber",,33030090,60,ZHOD,H10301003,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",2900,,,,,,,,/601121/601121_1.jpg,601121_1,/601121/601121_1.jpg,601121_1,/601121/601121_1.jpg,601121_1,"/601121/601121_2.jpg,/601121/601121_3.jpg,/601121/601121_4.jpg,/601121/601121_5.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000099001,251101,3000099,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Original Eau de Toilette-100-ml,Police,MALE,,,,,,,,,,,,,,100,,"The Police Original Eau De Toilette is unmistakably masculine yet has fresh and contemporary accords that make for the perfect fragrance for those with a sense of adventure to wear anytime.
Features
 Olfactory Family - Aromatic Fougere
Top Notes - Bergamot, Grapefruit, Juniper, Lavender; Heart Notes - Jasmine, Geranium, Violet; Base Notes - Sandalwood, Moss, Musk",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Bergamot, Grapefruit, Juniper, Lavender; Heart Notes - Jasmine, Geranium, Violet; Base Notes - Sandalwood, Moss, Musk",,33030090,60,ZHOD,H10301003,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",2450,,,,,,,,/251101/251101_1.jpg,251101_1,/251101/251101_1.jpg,251101_1,/251101/251101_1.jpg,251101_1,"/251101/251101_2.jpg,/251101/251101_3.jpg,/251101/251101_4.jpg,/251101/251101_5.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000100001,341121,3000100,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, To Be The King Eau de Toilette-125-ml,Police,MALE,,,,,,,,,,,,,,125,,"This vivacious fragrance is dominated by touches of citrus skins. It opens with the fresh notes of lemon, laurel and cedar leaves, while cardamom and nutmeg give a sparkling character to the modern accord. The fragrance evolves towards more woody and aromatic notes, amber and cashmere wood, while the lavender and the artemisia give a certain freshness to the overall scent. The base note reveals a blend of woods and resins that, along with crystals of orange blossoms, make the fragrance multi-faceted. This very sensual composition further develops into poudré notes, generated by the irresistible sillage of tonka bean.
Features
 Olfactory Family - Fougere- Ambery
Top Notes - Nutmeg, Cardamon, Sicilian Lemon; Heart Notes - Amberwood, Cashmerewood, Lavender; Base Notes - Patchouli,Sandalwood, Vetiver",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Nutmeg, Cardamon, Sicilian Lemon; Heart Notes - Amberwood, Cashmerewood, Lavender; Base Notes - Patchouli,Sandalwood, Vetiver",,33030090,60,ZHOD,H10301003,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",3200,,,,,,,,/341121/341121_1.jpg,341121_1,/341121/341121_1.jpg,341121_1,/341121/341121_1.jpg,341121_1,"/341121/341121_2.jpg,/341121/341121_3.jpg,/341121/341121_4.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000101001,381101,3000101,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Contemporary Eau de Toilette-100-ml,Police,MALE,,,,,,,,,,,,,,100,,"White, currently a trendy color in fashion and lifestyle, is associated perfectly with a fragrance having a unique allure,at the same time stylish and detached, that is a perfect match for everyday's life. 
Citrus opening of fresh bergamot enhanced by luminous green and fruity touches; floral bouquet in the heart built around the everlasting refinement of lavender flowers. Precious woody base enriched by warm amber and sensual musk. Olfactory Family: Woody - Aromatic - Ambery
Features
 Olfactory Family - Woody - Aromatic - Ambery
Top Notes - Fresh bergamot & Green and fruity touches; Heart Notes - Lavender flowers; Base Notes - Warm amber and sensual musk",,Spray on pulse points: behind the ears and on your wrists.,Top Notes - Fresh bergamot & Green and fruity touches; Heart Notes - Lavender flowers; Base Notes - Warm amber and sensual musk,,33030090,60,ZHOD,H10301003,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",2450,,,,,,,,/381101/381101_1.jpg,381101_1,/381101/381101_1.jpg,381101_1,/381101/381101_1.jpg,381101_1,"/381101/381101_2.jpg,/381101/381101_3.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000102001,301101,3000102,6.80E+11,,Default,simple,"Default Category/Shop/Bath & Body,Default Category/Shop/Bath & Body/FRAGRANCE",,EAU DE TOILETTE,base, Imperial Patchouli Eau de Toilette-100-ml,Police,MALE,,,,,,,,,,,,,,100,,"The fragrance opens with the fresh notes of mandarin and bergamot, further enriched with aromatic and slightly spicy touches. The floral and soft heart is underpinned by a warm and embracing base note, made of a noble bois accord, and dominated by the essence of patchouli. This fragrance leaves and elegant and sensual trail. with touches of liquid caramel, that latter contribute to an air of softness.
Features
 Olfactory Family - Woody Chypre
Top Notes - Mandarin orange, bergamot and spices; Heart Notes - Floral notes and green notes; Base Notes - Patchouli and woody notes",,Spray on pulse points: behind the ears and on your wrists.,"Top Notes - Mandarin orange, bergamot and spices; Heart Notes - Floral notes and green notes; Base Notes - Patchouli and woody notes",,33030090,60,ZHOD,H10301003,Italy,"Mavives.P.A  Via Altinia 298/B, 30173 Dese - Venezia",,1,,"Catalog, Search",2450,,,,,,,,/301101/301101_1.jpg,301101_1,/301101/301101_1.jpg,301101_1,/301101/301101_1.jpg,301101_1,"/301101/301101_2.jpg,/301101/301101_3.jpg",,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
